transaction_id,customer_id,product_id,purchase_date,quantity,unit_price,total_amount,payment_method,returned
T08483,C0941,P0089,2025-11-19 13:15:53,4,51.37,205.48,Card,1
T08484,C0732,P0073,2026-01-03 08:11:17,4,462.72,1850.88,Mobile Money,0
T08485,C1789,P0168,2025-09-12 20:18:15,2,396.83,793.66,Card,1
T08486,C1639,P0061,2025-10-01 17:47:36,4,76.72,306.88,Card,0
T08487,C0152,P0113,2026-01-06 15:09:37,4,291.54,1166.16,Mobile Money,0
T08488,C1392,P0080,2025-12-17 04:45:40,2,444.45,888.9,Cash on Delivery,0
T08489,C1007,P0098,2025-12-22 04:08:45,4,476.77,1907.08,Card,0
T08490,C1409,P0100,2026-03-05 04:53:42,4,42.3,169.2,Cash on Delivery,0
T08491,C1173,P0047,2026-02-26 04:12:28,4,230.98,923.92,Mobile Money,1
T08492,C0400,P0039,2026-01-23 11:38:33,3,249.43,748.29,Mobile Money,0
T08493,C1015,P0068,2025-07-01 12:01:07,2,166.35,332.7,Mobile Money,0
T08494,C0189,P0182,2025-07-14 11:03:53,1,248.85,248.85,Cash on Delivery,0
T08495,C1307,P0020,2026-04-20 14:38:11,3,107.93,323.79,Cash on Delivery,1
T08496,C0700,P0130,2026-01-22 08:47:33,2,370.26,740.52,Cash on Delivery,1
T08497,C0655,P0089,2025-06-20 05:45:10,3,51.37,154.11,Cash on Delivery,0
T08498,C0241,P0103,2025-07-24 12:10:37,3,349.53,1048.59,Cash on Delivery,0
T08499,C1361,P0152,2025-12-25 02:41:06,4,63.49,253.96,Mobile Money,1
T08500,C0722,P0188,2025-08-13 07:56:15,4,489.06,1956.24,Cash on Delivery,0
T08501,C0706,P0177,2025-08-08 20:14:23,4,432.25,1729.0,Cash on Delivery,1
T08502,C0415,P0177,2025-11-18 16:06:07,1,432.25,432.25,Card,0
T08503,C1026,P0066,2025-06-29 23:56:06,2,400.18,800.36,Card,0
T08504,C1533,P0061,2026-03-14 08:36:04,3,76.72,230.16,Card,0
T08505,C0555,P0060,2025-10-19 00:54:57,4,175.81,703.24,Card,0
T08506,C0936,P0093,2026-04-30 02:06:23,2,290.57,581.14,Mobile Money,1
T08507,C1304,P0030,2026-06-08 06:13:08,3,11.97,35.91,Mobile Money,0
T08508,C0028,P0172,2025-06-24 15:54:28,2,75.78,151.56,Mobile Money,0
T08509,C1644,P0142,2025-12-05 04:43:04,4,323.0,1292.0,Cash on Delivery,0
T08510,C1783,P0034,2026-04-27 11:59:49,2,52.23,104.46,Cash on Delivery,1
T08511,C0317,P0012,2026-02-09 06:52:46,4,491.7,1966.8,Cash on Delivery,0
T08512,C0296,P0105,2026-04-26 05:14:17,1,74.34,74.34,Card,0
T08513,C1962,P0148,2026-01-02 09:48:19,4,54.89,219.56,Card,0
T08514,C0377,P0007,2026-04-15 00:17:07,3,95.79,287.37,Card,0
T08515,C0799,P0073,2026-01-25 21:51:28,4,462.72,1850.88,Mobile Money,0
T08516,C0972,P0070,2026-04-16 16:37:57,4,52.61,210.44,Card,0
T08517,C1082,P0047,2025-08-29 10:30:59,3,230.98,692.94,Card,0
T08518,C1314,P0150,2025-08-18 07:10:09,4,162.89,651.56,Card,1
T08519,C0403,P0063,2025-11-29 18:17:49,4,382.0,1528.0,Mobile Money,0
T08520,C1791,P0024,2026-02-12 00:36:37,4,262.81,1051.24,Mobile Money,0
T08521,C1634,P0148,2025-11-18 17:23:57,4,54.89,219.56,Card,0
T08522,C1324,P0027,2026-02-13 15:05:46,2,273.63,547.26,Card,0
T08523,C1399,P0093,2026-02-13 10:02:14,1,290.57,290.57,Cash on Delivery,0
T08524,C0310,P0174,2026-04-09 12:04:37,4,351.98,1407.92,Cash on Delivery,0
T08525,C1191,P0120,2025-09-17 20:11:56,3,30.58,91.74,Card,0
T08526,C1067,P0007,2026-05-10 15:48:16,2,95.79,191.58,Cash on Delivery,1
T08527,C1177,P0020,2025-10-06 20:58:46,4,107.93,431.72,Card,0
T08528,C0201,P0043,2025-10-27 07:20:46,1,128.4,128.4,Cash on Delivery,0
T08529,C1756,P0127,2025-08-22 23:36:09,3,458.03,1374.09,Cash on Delivery,1
T08530,C0226,P0153,2025-09-15 18:32:39,4,468.64,1874.56,Cash on Delivery,1
T08531,C1545,P0066,2026-04-26 18:28:36,1,400.18,400.18,Cash on Delivery,0
T08532,C1205,P0083,2026-03-27 21:14:59,3,333.43,1000.29,Mobile Money,1
T08533,C1296,P0021,2025-10-20 02:45:24,2,484.94,969.88,Card,0
T08534,C1964,P0194,2025-10-06 05:55:00,2,369.86,739.72,Card,0
T08535,C1122,P0029,2025-11-15 01:35:54,1,387.26,387.26,Cash on Delivery,0
T08536,C1755,P0174,2026-03-04 12:30:23,4,351.98,1407.92,Mobile Money,0
T08537,C0911,P0071,2025-11-14 11:19:43,1,196.43,196.43,Mobile Money,0
T08538,C1997,P0017,2025-07-16 21:51:56,1,65.41,65.41,Mobile Money,0
T08539,C1851,P0032,2026-04-03 07:17:38,2,463.52,927.04,Cash on Delivery,0
T08540,C0212,P0160,2026-05-16 04:39:06,3,56.05,168.15,Card,0
T08541,C0878,P0171,2026-04-17 12:04:11,3,275.23,825.69,Card,0
T08542,C1291,P0059,2026-02-22 18:06:56,2,253.83,507.66,Mobile Money,0
T08543,C0350,P0119,2025-10-24 03:21:49,2,482.8,965.6,Card,0
T08544,C0681,P0002,2026-05-23 05:15:35,2,390.95,781.9,Mobile Money,1
T08545,C1207,P0031,2026-04-12 04:21:35,3,365.86,1097.58,Cash on Delivery,0
T08546,C0725,P0117,2026-02-18 21:04:13,1,155.12,155.12,Mobile Money,1
T08547,C1320,P0127,2026-03-20 23:04:50,4,458.03,1832.12,Card,0
T08548,C1554,P0023,2026-01-29 08:22:58,2,461.33,922.66,Mobile Money,1
T08549,C1494,P0079,2025-09-13 07:01:04,2,449.07,898.14,Card,0
T08550,C0305,P0156,2026-03-21 21:36:59,3,495.3,1485.9,Mobile Money,0
T08551,C1215,P0192,2025-10-21 11:50:26,3,112.32,336.96,Cash on Delivery,0
T08552,C1048,P0062,2026-01-14 08:34:39,2,278.68,557.36,Cash on Delivery,0
T08553,C0183,P0163,2025-08-15 05:56:32,1,479.48,479.48,Mobile Money,1
T08554,C0607,P0177,2026-04-27 15:05:25,1,432.25,432.25,Mobile Money,1
T08555,C0093,P0187,2025-12-07 00:07:13,3,115.68,347.04,Card,0
T08556,C1109,P0022,2026-05-17 06:45:01,1,200.6,200.6,Cash on Delivery,0
T08557,C1694,P0061,2026-03-23 22:22:04,4,76.72,306.88,Card,1
T08558,C1468,P0069,2025-10-27 18:49:17,1,258.49,258.49,Cash on Delivery,1
T08559,C1770,P0006,2025-08-31 13:14:56,1,469.58,469.58,Card,0
T08560,C0792,P0114,2025-06-20 16:33:17,3,22.79,68.37,Mobile Money,0
T08561,C0878,P0079,2025-09-01 20:56:04,3,449.07,1347.21,Cash on Delivery,0
T08562,C1775,P0104,2026-02-26 13:31:11,3,108.41,325.23,Cash on Delivery,0
T08563,C0209,P0019,2025-12-01 20:16:23,2,332.95,665.9,Card,0
T08564,C0743,P0131,2025-11-26 11:54:52,3,366.37,1099.11,Mobile Money,0
T08565,C1567,P0128,2025-06-15 09:56:41,4,276.87,1107.48,Mobile Money,0
T08566,C1148,P0106,2025-11-12 13:58:33,1,164.66,164.66,Card,1
T08567,C0648,P0113,2026-01-07 15:34:00,3,291.54,874.62,Cash on Delivery,0
T08568,C0100,P0017,2026-02-20 18:30:42,3,65.41,196.23,Mobile Money,1
T08569,C0609,P0104,2026-03-10 19:22:30,1,108.41,108.41,Card,0
T08570,C0203,P0060,2026-04-29 09:13:35,2,175.81,351.62,Mobile Money,0
T08571,C0112,P0021,2026-03-02 02:01:58,2,484.94,969.88,Card,0
T08572,C0755,P0149,2025-06-23 13:08:36,1,311.04,311.04,Cash on Delivery,0
T08573,C0796,P0186,2025-11-05 20:36:41,3,241.47,724.41,Cash on Delivery,0
T08574,C1995,P0081,2025-06-10 15:22:22,2,85.01,170.02,Mobile Money,0
T08575,C1625,P0046,2026-02-09 03:55:54,4,314.06,1256.24,Card,1
T08576,C0689,P0153,2026-04-13 12:20:56,3,468.64,1405.92,Mobile Money,0
T08577,C1243,P0118,2026-03-16 06:07:36,2,263.51,527.02,Cash on Delivery,1
T08578,C0319,P0120,2026-06-03 11:39:31,2,30.58,61.16,Mobile Money,0
T08579,C1932,P0077,2026-01-06 21:17:49,4,450.71,1802.84,Mobile Money,0
T08580,C1225,P0078,2025-09-13 04:01:44,1,143.04,143.04,Card,1
T08581,C1028,P0064,2025-09-19 02:14:21,3,402.55,1207.65,Mobile Money,0
T08582,C1729,P0182,2026-01-09 11:03:23,3,248.85,746.55,Card,0
T08583,C1753,P0006,2025-09-29 17:24:02,1,469.58,469.58,Mobile Money,0
T08584,C0657,P0091,2025-06-15 08:12:49,2,199.58,399.16,Card,0
T08585,C0451,P0187,2025-06-19 11:22:31,1,115.68,115.68,Cash on Delivery,0
T08586,C1312,P0145,2026-01-19 02:09:37,2,406.55,813.1,Card,0
T08587,C1249,P0150,2025-11-27 05:05:06,3,162.89,488.67,Cash on Delivery,0
T08588,C0214,P0186,2026-03-26 20:58:36,1,241.47,241.47,Cash on Delivery,0
T08589,C1190,P0175,2026-02-04 15:19:50,4,446.49,1785.96,Cash on Delivery,0
T08590,C1853,P0117,2026-02-20 14:19:33,1,155.12,155.12,Cash on Delivery,1
T08591,C0212,P0064,2026-04-02 17:10:06,1,402.55,402.55,Mobile Money,0
T08592,C0166,P0033,2025-12-25 05:55:43,2,432.24,864.48,Mobile Money,1
T08593,C1786,P0126,2026-06-01 17:22:46,1,349.51,349.51,Cash on Delivery,0
T08594,C1931,P0061,2025-06-12 16:11:21,4,76.72,306.88,Card,0
T08595,C1045,P0018,2025-09-12 22:00:39,1,90.82,90.82,Cash on Delivery,0
T08596,C0615,P0012,2025-08-05 08:23:09,4,491.7,1966.8,Cash on Delivery,1
T08597,C1883,P0020,2026-03-17 00:56:55,3,107.93,323.79,Cash on Delivery,0
T08598,C1323,P0199,2025-06-20 08:59:57,2,487.33,974.66,Cash on Delivery,0
T08599,C1309,P0097,2026-01-15 22:55:40,1,457.86,457.86,Mobile Money,0
T08600,C0332,P0032,2026-04-23 04:23:57,1,463.52,463.52,Cash on Delivery,0
T08601,C1649,P0103,2025-12-12 04:08:25,4,349.53,1398.12,Mobile Money,0
T08602,C1155,P0187,2025-12-25 08:38:18,4,115.68,462.72,Mobile Money,0
T08603,C0884,P0039,2025-12-09 03:02:48,3,249.43,748.29,Cash on Delivery,0
T08604,C0046,P0008,2026-04-22 07:11:26,2,8.5,17.0,Card,0
T08605,C1904,P0194,2026-03-12 14:09:44,2,369.86,739.72,Card,1
T08606,C1146,P0058,2026-01-02 02:56:07,1,498.88,498.88,Mobile Money,0
T08607,C0566,P0115,2025-07-25 00:09:27,3,491.01,1473.03,Mobile Money,0
T08608,C1072,P0076,2026-02-12 09:19:45,1,498.15,498.15,Card,0
T08609,C0508,P0070,2026-06-02 22:05:46,4,52.61,210.44,Cash on Delivery,0
T08610,C0461,P0155,2025-11-02 11:10:08,3,214.62,643.86,Card,0
T08611,C1226,P0117,2025-11-05 17:28:34,3,155.12,465.36,Cash on Delivery,0
T08612,C0451,P0142,2025-10-20 23:55:53,1,323.0,323.0,Cash on Delivery,0
T08613,C1689,P0126,2025-11-11 18:47:52,4,349.51,1398.04,Card,0
T08614,C1944,P0065,2025-07-18 17:30:33,4,318.6,1274.4,Mobile Money,0
T08615,C0362,P0181,2026-02-21 06:18:58,4,128.12,512.48,Cash on Delivery,0
T08616,C1514,P0178,2025-12-12 08:27:37,1,473.89,473.89,Cash on Delivery,0
T08617,C0812,P0039,2025-11-13 03:44:56,2,249.43,498.86,Cash on Delivery,0
T08618,C0645,P0105,2026-05-22 00:49:17,2,74.34,148.68,Card,1
T08619,C1404,P0123,2025-10-28 00:42:50,4,25.33,101.32,Cash on Delivery,0
T08620,C1232,P0109,2026-04-30 02:02:51,4,434.2,1736.8,Card,0
T08621,C0591,P0065,2026-01-03 17:43:47,1,318.6,318.6,Cash on Delivery,0
T08622,C1714,P0088,2026-01-21 21:55:16,3,361.87,1085.61,Card,0
T08623,C0325,P0006,2025-09-18 00:07:09,2,469.58,939.16,Mobile Money,0
T08624,C0105,P0115,2025-11-08 07:14:39,3,491.01,1473.03,Mobile Money,0
T08625,C0096,P0098,2026-02-10 17:25:14,3,476.77,1430.31,Card,1
T08626,C1496,P0157,2026-03-07 12:15:22,1,128.76,128.76,Card,0
T08627,C0031,P0046,2025-12-15 14:16:05,2,314.06,628.12,Mobile Money,0
T08628,C1406,P0152,2025-11-06 03:14:26,3,63.49,190.47,Card,0
T08629,C1684,P0143,2026-06-02 11:12:22,4,320.02,1280.08,Cash on Delivery,0
T08630,C0973,P0132,2025-11-10 00:12:13,2,181.21,362.42,Card,0
T08631,C1663,P0189,2025-12-30 18:05:46,1,446.12,446.12,Card,0
T08632,C0809,P0108,2025-08-25 18:01:45,2,151.77,303.54,Card,0
T08633,C0967,P0053,2026-04-07 18:53:15,3,347.76,1043.28,Card,1
T08634,C1840,P0121,2026-02-04 16:49:33,4,351.26,1405.04,Mobile Money,0
T08635,C0328,P0143,2025-10-22 07:38:28,3,320.02,960.06,Mobile Money,0
T08636,C1284,P0199,2025-12-22 15:15:03,3,487.33,1461.99,Cash on Delivery,0
T08637,C1971,P0124,2026-02-03 11:16:59,2,222.29,444.58,Card,1
T08638,C1531,P0071,2026-05-21 06:55:08,2,196.43,392.86,Mobile Money,0
T08639,C1065,P0059,2026-04-28 08:19:35,1,253.83,253.83,Mobile Money,0
T08640,C0891,P0189,2026-01-08 16:51:48,2,446.12,892.24,Mobile Money,0
T08641,C1927,P0146,2025-06-20 19:30:02,2,196.12,392.24,Cash on Delivery,1
T08642,C1303,P0052,2025-08-02 02:45:20,4,257.82,1031.28,Mobile Money,0
T08643,C1863,P0124,2025-09-21 03:24:36,1,222.29,222.29,Mobile Money,0
T08644,C1791,P0103,2025-09-16 15:25:47,1,349.53,349.53,Mobile Money,0
T08645,C0763,P0105,2025-07-21 02:33:36,1,74.34,74.34,Cash on Delivery,1
T08646,C1135,P0177,2025-06-24 01:11:04,1,432.25,432.25,Cash on Delivery,0
T08647,C0665,P0175,2026-03-26 03:09:25,3,446.49,1339.47,Card,0
T08648,C1676,P0091,2025-08-14 10:05:12,3,199.58,598.74,Card,0
T08649,C0556,P0151,2025-12-24 14:42:56,1,173.61,173.61,Mobile Money,0
T08650,C1688,P0071,2026-01-15 04:34:19,1,196.43,196.43,Mobile Money,0
T08651,C1340,P0199,2025-08-07 03:50:40,1,487.33,487.33,Card,1
T08652,C0215,P0053,2025-11-14 01:52:21,4,347.76,1391.04,Card,1
T08653,C0619,P0074,2025-12-11 03:44:34,4,118.13,472.52,Card,0
T08654,C1346,P0098,2026-04-10 20:06:48,1,476.77,476.77,Card,0
T08655,C1870,P0050,2026-01-04 10:43:08,1,117.83,117.83,Card,0
T08656,C1088,P0168,2026-06-08 12:35:01,2,396.83,793.66,Mobile Money,0
T08657,C0006,P0028,2025-11-09 06:08:01,1,86.81,86.81,Mobile Money,1
T08658,C0355,P0145,2025-10-18 12:22:26,4,406.55,1626.2,Mobile Money,0
T08659,C0119,P0173,2025-08-07 16:50:59,2,434.1,868.2,Cash on Delivery,1
T08660,C0174,P0171,2026-01-06 13:07:11,2,275.23,550.46,Cash on Delivery,0
T08661,C0187,P0191,2025-06-20 23:39:08,1,484.8,484.8,Card,0
T08662,C0893,P0063,2026-06-05 21:43:14,3,382.0,1146.0,Card,0
T08663,C0210,P0018,2025-06-10 21:22:21,2,90.82,181.64,Mobile Money,0
T08664,C0532,P0193,2026-03-13 12:03:28,2,315.64,631.28,Mobile Money,1
T08665,C0560,P0184,2026-05-13 15:59:02,2,63.18,126.36,Cash on Delivery,0
T08666,C0089,P0054,2025-11-25 08:01:48,2,471.74,943.48,Cash on Delivery,0
T08667,C1766,P0144,2025-06-25 05:09:00,4,197.14,788.56,Card,1
T08668,C0225,P0047,2025-07-02 15:25:41,2,230.98,461.96,Mobile Money,0
T08669,C0971,P0135,2025-07-17 21:42:53,3,91.79,275.37,Card,1
T08670,C0110,P0161,2025-08-20 20:31:32,4,250.8,1003.2,Mobile Money,0
T08671,C1535,P0005,2026-01-19 01:03:25,1,15.19,15.19,Cash on Delivery,0
T08672,C1928,P0111,2025-07-12 20:42:43,1,40.12,40.12,Card,0
T08673,C1499,P0082,2025-08-24 06:04:47,2,292.44,584.88,Cash on Delivery,1
T08674,C1218,P0031,2025-12-09 08:44:03,4,365.86,1463.44,Card,1
T08675,C1617,P0056,2025-06-25 06:00:41,1,486.03,486.03,Cash on Delivery,0
T08676,C1511,P0054,2025-10-16 06:24:47,4,471.74,1886.96,Cash on Delivery,0
T08677,C1360,P0096,2025-11-18 18:24:56,1,497.3,497.3,Mobile Money,0
T08678,C1740,P0001,2025-10-25 07:14:33,1,190.4,190.4,Mobile Money,0
T08679,C0829,P0073,2026-01-08 08:55:54,4,462.72,1850.88,Mobile Money,0
T08680,C0926,P0126,2026-05-13 15:44:15,3,349.51,1048.53,Mobile Money,0
T08681,C0620,P0125,2025-12-16 03:33:34,3,96.25,288.75,Cash on Delivery,0
T08682,C1606,P0004,2025-07-21 20:38:35,3,170.19,510.57,Cash on Delivery,0
T08683,C0700,P0038,2025-06-14 00:59:29,3,362.26,1086.78,Mobile Money,0
T08684,C1032,P0002,2025-12-11 23:07:05,1,390.95,390.95,Card,0
T08685,C0222,P0051,2026-01-29 14:01:08,1,179.52,179.52,Mobile Money,1
T08686,C0350,P0112,2025-09-28 17:33:55,3,445.55,1336.65,Cash on Delivery,1
T08687,C1382,P0031,2026-05-27 20:10:39,4,365.86,1463.44,Card,0
T08688,C0754,P0022,2026-05-24 22:50:04,1,200.6,200.6,Mobile Money,0
T08689,C0140,P0200,2025-09-05 15:38:47,1,270.37,270.37,Mobile Money,0
T08690,C1344,P0114,2026-04-20 03:31:15,1,22.79,22.79,Card,1
T08691,C0797,P0153,2025-06-14 09:18:11,2,468.64,937.28,Mobile Money,0
T08692,C1050,P0013,2025-10-06 11:23:44,1,305.73,305.73,Cash on Delivery,0
T08693,C0076,P0022,2025-10-17 17:19:36,1,200.6,200.6,Cash on Delivery,0
T08694,C1116,P0110,2025-09-09 04:42:12,3,253.25,759.75,Cash on Delivery,0
T08695,C1290,P0073,2026-05-30 02:49:25,3,462.72,1388.16,Mobile Money,0
T08696,C1194,P0048,2026-04-09 04:15:15,3,446.82,1340.46,Card,0
T08697,C1252,P0090,2025-11-09 19:49:26,1,128.98,128.98,Card,1
T08698,C0680,P0187,2025-12-12 16:30:02,1,115.68,115.68,Card,0
T08699,C0132,P0190,2026-04-29 18:48:37,2,459.96,919.92,Cash on Delivery,0
T08700,C1150,P0091,2025-12-17 19:15:24,3,199.58,598.74,Cash on Delivery,0
T08701,C0502,P0197,2026-05-20 23:33:17,2,98.12,196.24,Mobile Money,0
T08702,C1112,P0131,2026-02-19 17:39:19,3,366.37,1099.11,Mobile Money,0
T08703,C0867,P0086,2025-10-10 13:02:33,4,13.95,55.8,Card,0
T08704,C1355,P0145,2026-01-02 09:47:10,3,406.55,1219.65,Card,1
T08705,C1188,P0198,2026-01-24 10:06:42,3,118.55,355.65,Mobile Money,0
T08706,C1025,P0145,2026-04-27 03:46:21,2,406.55,813.1,Cash on Delivery,1
T08707,C0464,P0120,2026-06-02 21:15:19,3,30.58,91.74,Cash on Delivery,0
T08708,C1073,P0099,2026-05-09 04:26:26,2,483.49,966.98,Cash on Delivery,0
T08709,C0474,P0051,2026-02-22 23:47:04,3,179.52,538.56,Mobile Money,0
T08710,C0368,P0120,2026-03-01 06:40:28,3,30.58,91.74,Card,1
T08711,C0723,P0031,2026-04-07 18:05:00,4,365.86,1463.44,Mobile Money,1
T08712,C1087,P0037,2025-08-24 15:35:15,1,64.2,64.2,Mobile Money,0
T08713,C1554,P0056,2026-06-06 14:44:44,2,486.03,972.06,Mobile Money,0
T08714,C1437,P0106,2025-07-18 18:08:00,1,164.66,164.66,Mobile Money,1
T08715,C1657,P0077,2026-01-15 06:23:03,4,450.71,1802.84,Card,0
T08716,C1072,P0140,2025-08-29 10:06:24,4,254.05,1016.2,Mobile Money,0
T08717,C1900,P0147,2025-10-12 09:20:43,2,107.31,214.62,Card,0
T08718,C1772,P0038,2025-06-12 11:28:14,4,362.26,1449.04,Mobile Money,0
T08719,C0440,P0153,2026-06-03 13:11:49,2,468.64,937.28,Cash on Delivery,1
T08720,C0732,P0028,2026-01-19 01:40:04,1,86.81,86.81,Card,0
T08721,C0947,P0089,2025-07-25 21:43:41,1,51.37,51.37,Card,1
T08722,C0740,P0140,2026-02-17 08:31:29,4,254.05,1016.2,Cash on Delivery,0
T08723,C0954,P0122,2026-03-11 10:24:46,3,488.05,1464.15,Mobile Money,0
T08724,C0293,P0088,2026-01-23 15:27:41,3,361.87,1085.61,Cash on Delivery,1
T08725,C0476,P0011,2026-01-30 12:40:27,1,393.66,393.66,Mobile Money,0
T08726,C0451,P0184,2026-04-30 04:08:49,1,63.18,63.18,Mobile Money,0
T08727,C0285,P0130,2025-10-25 22:49:11,3,370.26,1110.78,Cash on Delivery,1
T08728,C0590,P0057,2026-03-22 23:11:14,2,251.14,502.28,Cash on Delivery,0
T08729,C1136,P0122,2025-12-04 08:14:28,1,488.05,488.05,Cash on Delivery,0
T08730,C0002,P0093,2026-01-06 03:44:42,3,290.57,871.71,Cash on Delivery,0
T08731,C0799,P0124,2025-07-02 07:20:17,3,222.29,666.87,Mobile Money,0
T08732,C0461,P0117,2025-07-22 06:03:55,1,155.12,155.12,Cash on Delivery,1
T08733,C1882,P0044,2026-05-04 12:58:20,3,105.52,316.56,Cash on Delivery,1
T08734,C1974,P0184,2026-04-01 17:57:00,2,63.18,126.36,Mobile Money,0
T08735,C1610,P0181,2025-09-20 09:11:34,2,128.12,256.24,Card,0
T08736,C1695,P0046,2025-06-27 03:20:55,2,314.06,628.12,Cash on Delivery,0
T08737,C1689,P0109,2025-07-23 01:22:41,4,434.2,1736.8,Mobile Money,0
T08738,C0840,P0163,2026-04-17 01:13:40,1,479.48,479.48,Mobile Money,1
T08739,C1532,P0069,2026-01-07 04:42:11,2,258.49,516.98,Card,0
T08740,C0545,P0028,2026-02-13 07:18:55,4,86.81,347.24,Mobile Money,1
T08741,C0528,P0053,2026-02-24 11:09:04,2,347.76,695.52,Mobile Money,0
T08742,C1367,P0154,2026-05-02 00:26:54,4,402.72,1610.88,Card,0
T08743,C1111,P0105,2025-09-14 03:47:59,1,74.34,74.34,Card,1
T08744,C0667,P0031,2025-07-19 14:08:54,4,365.86,1463.44,Mobile Money,0
T08745,C0495,P0036,2026-04-01 04:53:57,3,140.99,422.97,Card,0
T08746,C0742,P0106,2026-03-09 20:59:43,3,164.66,493.98,Mobile Money,0
T08747,C1657,P0003,2026-05-20 14:23:31,2,82.22,164.44,Mobile Money,0
T08748,C0998,P0160,2025-12-21 20:39:54,3,56.05,168.15,Mobile Money,0
T08749,C1754,P0075,2025-12-29 17:47:22,2,279.82,559.64,Card,0
T08750,C1762,P0191,2025-08-16 18:15:34,4,484.8,1939.2,Card,1
T08751,C1669,P0001,2025-12-06 02:15:50,3,190.4,571.2,Cash on Delivery,1
T08752,C1507,P0090,2025-09-23 13:00:36,2,128.98,257.96,Mobile Money,0
T08753,C0073,P0133,2026-01-18 13:40:53,4,174.23,696.92,Cash on Delivery,0
T08754,C0069,P0156,2026-05-27 11:33:17,3,495.3,1485.9,Mobile Money,0
T08755,C1735,P0044,2026-02-20 01:08:39,4,105.52,422.08,Cash on Delivery,0
T08756,C0751,P0150,2025-07-29 16:05:59,1,162.89,162.89,Mobile Money,1
T08757,C0580,P0151,2025-11-02 10:46:34,3,173.61,520.83,Cash on Delivery,0
T08758,C1321,P0171,2025-07-09 21:11:18,2,275.23,550.46,Card,0
T08759,C0529,P0070,2026-02-10 06:11:36,3,52.61,157.83,Cash on Delivery,0
T08760,C1847,P0137,2026-02-24 12:12:04,3,235.01,705.03,Mobile Money,1
T08761,C1472,P0006,2025-08-14 12:07:42,2,469.58,939.16,Cash on Delivery,0
T08762,C1387,P0132,2026-05-07 11:24:32,4,181.21,724.84,Cash on Delivery,1
T08763,C1720,P0195,2025-07-19 23:07:53,4,475.45,1901.8,Mobile Money,0
T08764,C1749,P0018,2026-05-17 06:41:26,4,90.82,363.28,Mobile Money,0
T08765,C0928,P0048,2026-03-17 04:24:12,1,446.82,446.82,Card,0
T08766,C1774,P0153,2025-08-29 00:08:44,4,468.64,1874.56,Mobile Money,0
T08767,C1223,P0063,2025-11-01 12:59:47,1,382.0,382.0,Cash on Delivery,1
T08768,C0980,P0014,2025-09-22 06:14:47,4,11.57,46.28,Card,0
T08769,C0167,P0010,2026-04-17 22:09:39,3,487.01,1461.03,Mobile Money,0
T08770,C1781,P0147,2026-03-03 10:42:06,3,107.31,321.93,Card,0
T08771,C0070,P0171,2026-02-14 22:29:35,1,275.23,275.23,Cash on Delivery,0
T08772,C0919,P0072,2025-11-09 23:56:09,1,339.47,339.47,Card,1
T08773,C1852,P0104,2026-03-05 15:08:10,1,108.41,108.41,Mobile Money,0
T08774,C1922,P0138,2025-11-25 13:08:43,3,309.85,929.55,Mobile Money,1
T08775,C0255,P0036,2025-10-26 16:24:40,2,140.99,281.98,Cash on Delivery,0
T08776,C0335,P0057,2025-11-05 15:39:23,2,251.14,502.28,Mobile Money,0
T08777,C1045,P0020,2026-01-28 14:08:13,2,107.93,215.86,Card,0
T08778,C0470,P0194,2026-01-26 18:05:04,2,369.86,739.72,Card,0
T08779,C0590,P0093,2025-11-13 09:42:16,3,290.57,871.71,Mobile Money,0
T08780,C1818,P0197,2025-07-30 09:26:18,4,98.12,392.48,Cash on Delivery,0
T08781,C1901,P0130,2026-04-26 14:28:37,2,370.26,740.52,Cash on Delivery,0
T08782,C1961,P0034,2025-12-30 19:41:15,2,52.23,104.46,Cash on Delivery,0
T08783,C1079,P0099,2025-06-15 22:04:55,3,483.49,1450.47,Mobile Money,0
T08784,C0934,P0003,2025-09-14 20:04:03,4,82.22,328.88,Mobile Money,0
T08785,C1510,P0179,2026-04-30 06:49:59,1,178.36,178.36,Cash on Delivery,0
T08786,C0661,P0049,2025-11-21 17:43:02,4,181.37,725.48,Cash on Delivery,0
T08787,C1747,P0088,2025-09-02 10:32:57,4,361.87,1447.48,Card,1
T08788,C1231,P0040,2025-10-16 03:47:34,4,59.89,239.56,Cash on Delivery,0
T08789,C1968,P0104,2026-02-19 11:12:59,3,108.41,325.23,Cash on Delivery,0
T08790,C1720,P0161,2025-10-12 15:02:14,4,250.8,1003.2,Cash on Delivery,0
T08791,C0556,P0041,2026-03-07 22:40:56,2,20.56,41.12,Cash on Delivery,0
T08792,C0250,P0081,2026-04-14 13:36:02,4,85.01,340.04,Cash on Delivery,0
T08793,C0990,P0084,2025-12-19 05:03:55,3,156.16,468.48,Card,0
T08794,C1999,P0142,2025-08-06 03:21:54,2,323.0,646.0,Cash on Delivery,0
T08795,C0273,P0012,2025-11-15 11:28:47,4,491.7,1966.8,Card,0
T08796,C1049,P0090,2025-08-27 13:19:38,2,128.98,257.96,Cash on Delivery,0
T08797,C1689,P0026,2026-02-27 02:27:31,3,295.44,886.32,Card,0
T08798,C1819,P0060,2026-04-15 13:31:32,4,175.81,703.24,Card,0
T08799,C0788,P0171,2026-01-03 23:26:13,4,275.23,1100.92,Cash on Delivery,1
T08800,C0921,P0191,2025-09-08 22:19:09,4,484.8,1939.2,Mobile Money,1
T08801,C1618,P0155,2026-02-02 05:04:36,4,214.62,858.48,Mobile Money,0
